,0_names,0_logfoldchanges,0_scores,0_pvals,1_names,1_logfoldchanges,1_scores,1_pvals,2_names,2_logfoldchanges,2_scores,2_pvals,3_names,3_logfoldchanges,3_scores,3_pvals,4_names,4_logfoldchanges,4_scores,4_pvals,5_names,5_logfoldchanges,5_scores,5_pvals,6_names,6_logfoldchanges,6_scores,6_pvals,7_names,7_logfoldchanges,7_scores,7_pvals,8_names,8_logfoldchanges,8_scores,8_pvals,9_names,9_logfoldchanges,9_scores,9_pvals,10_names,10_logfoldchanges,10_scores,10_pvals,11_names,11_logfoldchanges,11_scores,11_pvals,12_names,12_logfoldchanges,12_scores,12_pvals,13_names,13_logfoldchanges,13_scores,13_pvals,14_names,14_logfoldchanges,14_scores,14_pvals,15_names,15_logfoldchanges,15_scores,15_pvals,16_names,16_logfoldchanges,16_scores,16_pvals,17_names,17_logfoldchanges,17_scores,17_pvals
0,CXCR4,3.6334949,63.63401,0.0,NKG7,5.337576,76.6685,0.0,GNG11,5.565757,37.824715,2.4718757814719093e-202,HLA-DRA,5.8801966,66.768074,0.0,TMSB4X,1.4311304,25.479269,7.107763759348888e-119,APOC3,6.9702563,159.55647,0.0,APOC3,5.8305717,114.704346,0.0,RARRES2,5.5854707,52.22514,4.0194710183605523e-209,IFI27,4.64564,43.02352,9.286646991762377e-164,APOA2,7.3739486,133.81252,0.0,APOA2,6.0763364,65.82181,2.0424546262612476e-245,CALD1,5.499758,39.972527,1.7279405129432607e-128,MT-ND4,1.8215885,18.458937,2.37736361648502e-50,KRT8,5.786481,25.325422,1.7143386765434124e-62,MZB1,8.362728,30.481724,3.2510232342145604e-72,HMGB2,4.27636,19.356234,2.416799883241578e-36,PTMA,1.1510143,9.818311,1.05232359580747e-14,S100A9,10.086362,32.21018,9.014522594986236e-33
1,B2M,1.2627845,49.687134,0.0,CCL5,4.442904,67.54551,0.0,SPARC,5.570357,37.314323,1.3725833450177023e-198,CD74,4.6324887,65.68355,0.0,RPS27,1.4111769,23.197966,8.434282475004344e-99,ALB,6.8054223,118.51046,0.0,ALB,5.9391737,98.46616,0.0,SPINK1,7.1324406,48.38512,1.8258409199411617e-189,TM4SF1,6.064644,38.234707,5.759332249197058e-139,ALB,7.0281515,111.784615,0.0,ALB,4.5274887,38.391758,2.0132537026593374e-144,TAGLN,9.226647,36.11874,1.019177448771403e-114,MT-CO3,1.7766871,18.087694,6.043989515762235e-49,ANXA4,6.2741632,21.435167,3.137103244918369e-52,IGHG1,8.747829,22.915798,8.905554827266806e-55,STMN1,5.1717367,17.600595,6.428323498292244e-33,MALAT1,1.0156372,9.324084,6.764015882064835e-14,S100A8,10.74569,27.369576,1.0325761725877692e-29
2,RPL13,2.12459,49.626537,0.0,B2M,1.2326742,48.128845,0.0,IFITM3,2.9985201,36.21953,1.2269074325124325e-201,TYROBP,5.421884,50.940388,2.3843259414206856e-279,B2M,0.9210851,22.77173,4.992586749881429e-98,APOA2,5.8706565,107.333954,0.0,APOA2,4.743555,76.92834,0.0,IFI27,4.7701683,46.674835,2.636870225985858e-193,IFITM3,3.6470783,38.173294,6.791421294120178e-147,SERPINA1,6.879619,100.95249,0.0,APOC3,4.2667246,35.08505,3.863285931072074e-128,MYL9,8.630449,34.358704,3.2567821263587804e-109,MT-CO2,1.7900397,17.796995,1.0244945929889182e-47,TM4SF4,5.358014,21.37038,3.501607955562052e-52,SSR4,3.696157,22.258484,9.531379511459581e-54,ACTB,2.272062,17.43891,2.2792552132493785e-33,SRGN,2.0782707,7.6715846,1.1005087691961506e-10,LYZ,7.7512712,26.378948,4.014873076082833e-29
3,RPS3,2.079068,49.313797,0.0,TMSB4X,1.7034876,47.957264,0.0,IFI27,3.394623,36.183533,9.217489864648706e-200,FTL,3.2924123,46.53792,5.886591383885197e-267,RPS29,1.4439632,21.186646,1.2442232170660838e-84,APOA1,6.4977894,107.02665,0.0,APOA1,5.2784243,73.52409,0.0,SERPINA1,4.947344,41.85577,2.882644768933751e-170,TMSB10,2.3919148,32.022114,1.7064753431424694e-124,APOC1,5.786039,95.71088,0.0,APOC1,4.0662394,30.450209,6.138975489438164e-107,ACTA2,9.106704,30.372839,4.4823354996627466e-96,MT-CO1,1.650555,16.979317,9.955596225535276e-45,KRT18,4.9130535,20.19592,5.354091017403635e-49,IGHG4,8.354858,21.955597,2.325007883483512e-52,HMGB1,2.8467894,16.09947,2.9185948643157372e-30,TMSB4X,0.89300275,7.296973,3.6766855873084596e-10,FTH1,4.2170877,19.553932,5.569562461491975e-24
4,EEF1A1,2.0790086,49.271175,0.0,GNLY,6.524918,44.160423,5.311892930171465e-277,PLVAP,7.402357,34.977966,1.7949306001969478e-180,HLA-DPB1,4.5790653,46.44234,5.908467918213458e-253,IL32,1.9226593,20.812943,4.246320690583628e-81,APOC1,5.440167,97.33664,0.0,APOC1,4.141683,64.67243,0.0,VTN,4.893636,38.34919,2.8200843313599097e-153,SRP14,2.8857303,26.11173,1.350408837130112e-91,APOC3,5.224177,61.772823,1.1126543836231475e-247,HP,4.8731723,27.736248,3.5121407530756523e-93,TPM2,8.598222,29.569324,2.3937007793809445e-93,MT-ATP6,1.8065665,16.17383,8.42118970621754e-42,DEFB1,7.1594796,18.989685,1.934145896261015e-45,IGKC,7.6969857,20.662321,4.205565981454128e-49,TUBA1B,3.759613,15.526441,6.729942600351831e-29,B2M,0.7487773,6.566517,8.957816220342088e-09,S100A6,3.7273781,18.937998,1.9119421028261032e-23
5,RPS27,1.8334607,48.82263,0.0,CST7,3.6196182,43.440353,4.939754012355544e-282,IGFBP7,5.1584234,33.086384,5.142481881215249e-168,HLA-DPA1,4.6859646,45.3806,9.628241052881506e-245,CXCR4,1.8690854,18.67109,1.2294517581667168e-67,ORM1,5.1462646,57.59148,0.0,RBP4,4.5249476,43.605324,9.323963090141443e-205,GAPDH,3.2721064,37.65222,1.0050343144231348e-154,RAMP2,5.518969,25.826313,2.4729336976210198e-88,VTN,5.846659,61.518173,4.3969887098615457e-218,ORM1,4.0969777,25.225842,9.514764849832055e-84,BGN,7.4635687,25.639914,1.7771043849143883e-79,MT-ND2,1.9134446,15.072597,1.2842624768378501e-37,ELF3,6.0724206,18.754456,8.284006978744076e-45,IGHG3,7.8143234,20.108273,1.5738902409080576e-47,TUBB,3.9199693,13.807444,2.9496582078660145e-25,RGS13,7.648677,6.564196,1.0747296603048017e-08,TYROBP,5.379043,18.462273,9.14985212862251e-23
6,RPL13A,1.6907285,48.72721,0.0,KLRD1,5.049125,42.156704,8.958086955024053e-262,SPRY1,5.4278364,33.076622,1.5218080891398055e-167,AIF1,6.690856,44.161026,1.38503904176271e-231,RPL41,1.0685462,18.30529,3.759644200916417e-66,RBP4,5.3993826,56.95883,1.5804083786924222e-307,ORM1,4.3129954,42.824455,2.176247862545588e-201,CLU,4.7409706,36.604023,1.1377706623908834e-144,GNG11,4.5399823,24.25501,7.067866044281282e-82,RBP4,5.5027313,59.265236,5.808498957530778e-218,APOE,4.078143,21.75489,1.6484416933286671e-68,DSTN,4.205723,24.807022,4.391369138785497e-77,MT-ND3,2.113017,13.973549,1.3136526339255493e-33,S100A6,3.3279011,18.631577,5.5206044280699326e-45,FKBP11,3.5044396,16.933727,4.841595341356394e-39,HMGN2,3.2867558,13.737331,3.677289666252874e-25,CREM,2.0978107,6.3204484,2.7395634100394863e-08,SAT1,3.3621144,17.502817,4.119974032356285e-22
7,RPS27A,1.9454322,48.38317,0.0,GZMB,6.0165668,41.971424,1.6836770457991607e-258,SPARCL1,4.812293,32.361347,2.3232922879650875e-163,HLA-DRB1,4.300583,43.813393,3.789270784276595e-237,RPL13A,1.0671493,18.026644,1.689922886237165e-64,AMBP,4.749235,45.92363,2.2341101607468974e-240,AHSG,4.941675,40.780365,4.990402487493864e-185,ALB,4.2101936,35.86859,2.971718195816561e-151,SAT1,3.3282886,24.242008,6.672506048657334e-83,MT2A,5.6141667,57.826603,2.909280405001552e-208,AZGP1,4.3031836,20.315243,2.8983782529133126e-62,SPARCL1,5.1715364,24.136646,2.043878277458541e-74,MT-CYB,1.6573083,12.424299,2.71126159785554e-28,CLDN4,8.236815,18.55198,3.474263667122581e-44,HERPUD1,2.9952757,16.391846,1.378080724075213e-37,H2AFZ,2.8298497,12.167529,9.137516248762973e-22,H3F3B,1.3495433,6.1385064,5.491011460058972e-08,TIMP1,5.45398,15.41756,1.220676128949094e-19
8,RPS29,1.9595654,47.933445,0.0,GZMH,4.8640404,36.624508,2.3269788551810153e-213,TM4SF1,4.2623806,31.692057,3.3180507954729047e-159,SAT1,3.026071,42.143635,4.059262735941006e-240,CD3D,2.0208428,18.025621,3.605549462597208e-63,AHSG,5.2918124,44.294006,8.362693620439781e-226,AMBP,4.2889686,40.535564,1.5341034490593814e-187,GSTA1,5.717596,35.680527,5.926796590918583e-139,PLPP1,4.976172,23.03852,3.1443172020954606e-76,APOA1,5.607952,57.331562,4.0423433729109586e-213,TTR,3.6786058,19.988415,2.961488851720656e-61,TPM1,5.4578576,23.94372,2.207111115626866e-73,MT-ND1,1.5243409,10.383429,2.091835351791536e-21,CD24,6.497554,18.485474,4.987945891080062e-44,DERL3,7.9001946,15.386827,2.068034428721349e-34,HIST1H4C,4.0979786,11.564699,2.3193468585968298e-20,HLA-C,1.2374527,5.9451947,1.1748344157440955e-07,FCN1,8.846715,14.527714,1.315944129911139e-18
9,RPS15A,1.8300383,47.299976,0.0,GZMA,3.1484768,34.87316,1.2626830952729746e-203,TCF4,4.618476,29.73103,1.4141442523645524e-143,FCER1G,5.404823,41.110893,3.984112171708193e-214,RPL21,1.1637739,17.945791,6.767068819701937e-64,FTL,2.139898,42.40216,6.179306633144121e-252,NUPR1,4.01685,33.826843,1.2791746553624396e-147,AKR1C3,5.069552,34.4941,9.057381687260998e-134,MGP,5.0266166,22.757004,4.630393891036659e-75,AMBP,5.4258947,56.356834,2.3908196651290025e-206,TF,3.5840044,19.944548,4.501130550339056e-61,LGALS1,3.0718303,23.333443,1.2962849274714818e-72,CD79A,5.0322967,8.08538,2.6591359150053523e-14,CLU,3.8447878,17.816618,1.9347333454488846e-42,JCHAIN,7.5811086,15.28079,4.097403065375226e-34,PFN1,2.4447436,11.001632,3.412862849740735e-19,S100A4,1.8820766,5.8999443,1.4443723415775098e-07,FCER1G,5.56952,14.453737,1.445520466357217e-18
10,CD3D,3.1265373,46.00671,0.0,CCL4,3.6891298,34.701954,1.850182914302046e-200,DNASE1L3,6.4061728,27.712965,1.4947038600782838e-128,NPC2,4.1461415,38.38357,9.079137566939829e-198,RPL13,1.3111182,17.945381,8.603601953044661e-64,FABP1,4.5355077,38.66844,2.321599239798363e-192,APOH,3.8292065,33.291126,4.459595077056986e-146,TPI1,3.6633494,34.01278,3.4512561932404184e-134,CRIP2,4.5509396,22.211594,1.2026878424608778e-72,FABP1,6.284857,54.758514,1.858325278168502e-193,SERPINA1,3.2087684,19.58453,6.665405689896437e-60,IGFBP7,4.736434,22.767866,3.235522376312024e-69,HLA-DRA,1.9809408,7.95635,5.6758754311013946e-14,SPP1,5.421387,17.670662,8.512869598754771e-42,ITM2C,4.3590326,14.786638,9.327487031622431e-33,PTMA,1.5319886,10.807284,6.823957415658814e-19,RPS24,1.258893,5.85133,1.7132447533959926e-07,NAMPT,5.1455874,13.957897,5.357456130761391e-18
11,RPL28,1.7388049,45.921467,0.0,SRGN,2.0994062,33.25747,3.7114829629462565e-199,NEAT1,2.1347172,27.689205,1.8672837283101823e-135,PSAP,4.045541,37.561935,1.4742105528117243e-192,RPL12,1.1996691,16.875187,3.0081020703236364e-57,APOH,4.2124987,37.663414,5.878409956886247e-187,ASGR1,4.570452,33.021637,2.893615352476242e-141,IFITM3,3.2570252,31.517408,3.6161472840234036e-125,SLC9A3R2,5.594964,22.109064,5.297688613189289e-72,TTR,5.4426236,49.70514,1.0247804729757734e-179,ASGR1,4.0654173,19.1457,2.2679183538569793e-57,SPARC,4.416581,22.284946,1.7419235234543665e-67,MS4A1,5.981958,7.9207315,7.734694253938472e-14,KRT19,9.0464945,15.221725,1.6367713032064105e-34,PRDX4,3.2161703,13.1083145,6.145027118120698e-28,TMSB4X,1.404864,10.011673,3.746443402902264e-17,CD69,2.3747067,5.758038,2.557519602533682e-07,S100A4,3.8807874,13.833821,6.006123523972223e-18
12,RPL10,1.5079296,45.9157,0.0,MALAT1,1.0112772,32.623913,1.1998197866199624e-220,HSPG2,5.3149137,27.061478,3.8383804731828235e-124,TMSB4X,1.7755018,37.381786,3.7294440207309795e-229,CD52,1.8873956,16.715372,1.3111182422159415e-55,ORM2,4.35626,32.976303,1.2912024872811295e-154,KNG1,4.2529693,32.33068,1.8438888730142545e-138,S100A10,3.7140007,31.347021,1.708879157013138e-121,SPARCL1,4.0809855,21.670853,1.323702455111217e-70,FGB,6.1063867,48.007786,7.036150688885174e-170,FTL,1.8747306,19.094797,1.0529398190596395e-58,IFITM3,2.556086,21.0723,2.4435219095965235e-64,IGKC,1.8807409,7.853665,1.0802833141102451e-13,ANXA2,3.1228743,14.979967,5.248847058479559e-34,IGHG2,7.813509,12.780048,6.944131124643379e-27,ACTG1,2.0198777,9.8487,1.269846736936276e-16,RPS27A,1.1648762,5.71416,2.9101312475772107e-07,NEAT1,2.573962,12.549842,1.5380608779593478e-16
13,SRGN,2.4170399,45.618492,0.0,PRF1,4.3170166,31.259487,1.197265962150967e-167,VWF,6.2195787,26.369455,4.590017588812031e-119,TMSB10,1.982372,36.790325,1.1925826788934078e-212,S100A4,1.7434592,16.584602,5.1887521326574105e-55,NUPR1,4.1400805,31.894918,6.918346468095388e-148,TF,4.110617,31.977379,4.493257631748151e-137,TTR,4.061358,31.159147,6.1280484178768046e-121,EPAS1,4.41288,21.630089,4.461506462585578e-70,UQCRQ,3.9656658,43.049408,2.279289858873713e-159,C3,4.0282183,18.912504,2.077640604779288e-56,MYH11,8.671705,21.010714,4.3621621287189e-62,MT-ND5,1.3759409,7.2592173,4.535280578783615e-12,TNFRSF12A,5.2592216,14.004592,6.334090063297501e-31,SEC11C,2.827809,12.736964,6.879322954808183e-27,CFL1,1.8508205,9.193421,3.7821685023320235e-15,RPS29,1.1554472,5.703608,3.027864156877639e-07,AIF1,5.3485074,12.364629,4.2433635855949194e-16
14,TMSB4X,1.6616405,44.796078,0.0,RPL13,1.5031217,31.152544,1.1830856629716338e-185,CD59,3.2464216,25.617601,6.219973428474519e-115,GPX1,3.5285583,35.98504,9.673296134414656e-184,RPS2,1.4562101,16.359665,5.52027011983504e-54,DCXR,3.6841185,28.365171,2.3921462001018614e-125,AGXT,4.139612,31.646793,9.701204264354351e-135,AMBP,3.390105,30.541391,1.1128378955772723e-120,EMP1,5.1908445,21.568699,1.1146294122398243e-69,FGG,5.750402,41.395294,1.0088210586099066e-147,RBP4,3.0029604,18.300655,1.8006411110201027e-54,SELM,3.9878032,20.710154,2.659198693135037e-61,HLA-DQA1,2.0977166,7.0720053,1.469139563691343e-11,MT-CO1,1.9222829,13.817132,1.0374121661430724e-30,CD79A,5.7381206,12.665685,1.438628366425764e-26,RAN,2.262489,9.085633,7.084020959985403e-15,TNFAIP3,2.0531082,5.661766,3.7188030645301584e-07,FTL,2.526335,12.342021,3.1179335595421317e-16
15,RPL30,1.9415263,44.530994,0.0,RPL41,1.0871999,30.65698,1.7431447351452816e-185,CALCRL,5.2714934,25.400482,1.952590043069125e-112,CST3,4.39303,33.960983,5.418410634746801e-167,RPS15A,1.1127874,16.28674,7.61288699326316e-54,SEPP1,3.3476658,27.834206,8.048145928220442e-123,CYP2A7,5.891568,31.387245,2.7535088262498733e-131,FGB,4.6406283,29.851013,3.49066412793418e-113,CD9,3.9231288,21.427408,2.3417761231218e-69,PLA2G2A,9.0139475,41.257553,2.0163309910018137e-144,CYP3A5,4.8157854,18.036072,1.4724620262780314e-52,VIM,2.6273706,19.97772,2.2725851013297515e-59,HLA-DQB1,1.9031314,6.791661,7.759419862347513e-11,MT-ND1,2.0824206,13.364796,2.3784008158566633e-29,SPCS2,2.0115347,11.384423,5.1058461595842486e-23,NUSAP1,4.804407,9.057856,9.024265456581043e-15,RPL3,1.0556381,5.555474,5.381736179418117e-07,PLAUR,5.895656,12.296727,5.287786769420563e-16
16,TSC22D3,2.754214,44.461784,0.0,CTSW,3.6107805,30.600965,4.6781360515804005e-163,PECAM1,4.3112984,24.809002,1.3633288820613202e-108,C1QA,6.8990755,32.78333,2.052481514548435e-157,RPL34,1.0966766,16.050165,1.7339771844006765e-52,MGST1,3.8917356,27.219355,1.0289577072669666e-117,BHMT,5.7761846,30.706873,1.6091105017699205e-127,FGG,4.5340714,27.918348,5.592129791185711e-104,A2M,3.7295089,20.807863,1.1648094233413681e-66,AHSG,4.9504237,40.425564,1.0234341567849965e-147,APOB,3.9871643,18.007776,1.4166728886141753e-52,MGP,4.476519,19.86273,5.267439076744054e-58,BANK1,5.840322,6.3326893,1.1087852690538622e-09,MT-ND4,1.8587309,13.234029,5.259626892685302e-29,IGLC2,5.20638,10.987314,9.822928476367954e-22,CKS1B,3.5665014,8.860463,2.4124458915164372e-14,IL1RL1,8.837693,5.5148115,6.712597977105915e-07,CTSS,5.120977,11.873506,1.7549191636309067e-15
17,RPL21,1.7425841,44.129425,0.0,RPS27A,1.3565137,29.03662,2.2722082480723565e-163,RAMP3,6.5204077,24.499037,5.306521280428278e-106,FTH1,2.5405,32.447567,6.765336355955641e-165,RPS3,1.146124,15.632234,4.361356731401305e-50,GC,3.7652998,26.994173,1.1604614207614507e-116,DCXR,3.539879,29.802113,3.104037255959138e-125,PAGE2,5.844584,27.674995,7.202424175789304e-102,CAV1,4.429016,20.119493,2.4352810373690344e-63,AGXT,5.2322745,39.95888,3.3776895143590916e-143,CP,4.2132874,17.647125,5.259195458486936e-51,PDGFRB,8.946571,19.741104,3.378268444542729e-57,VPREB3,7.39368,6.319252,1.1966013947145864e-09,CYP3A5,4.1659136,13.193932,1.5273161286485973e-28,HSP90B1,1.9959182,10.833379,2.0464343095542072e-21,KIAA0101,4.73356,8.76314,4.047209116906616e-14,RGS1,2.161826,5.424058,9.336691994991811e-07,SOD2,4.785867,11.607608,3.748669990065417e-15
18,RPS12,1.8685611,44.019566,0.0,RPS27,1.2184008,28.925661,9.510728266502214e-164,STC1,5.9652824,24.129423,1.5259646106854306e-103,HLA-DQB1,4.2951584,32.30474,7.610085801974589e-156,RPS19,0.99608874,15.402074,9.057048501325386e-49,KNG1,3.8758514,25.817518,6.955917845525049e-109,SLC22A7,5.9759474,29.587378,2.3311383349436845e-121,ATPIF1,3.1953306,27.416939,1.3108009377660608e-102,NEAT1,2.055761,19.291319,2.0717289933773458e-61,APOH,4.529989,38.355694,1.9146757935118e-140,SEPP1,2.8749084,17.292795,6.172832268311477e-50,ADIRF,5.444811,19.550076,1.332062519372548e-56,IGLC2,1.8491716,6.2980475,1.3076642407564603e-09,MT-ATP6,1.9399468,13.140311,1.0575544310218434e-28,XBP1,2.787563,10.8254175,2.5404901248360963e-21,GAPDH,1.6492342,8.667688,5.433372344645064e-14,PTPRC,1.9257396,5.392307,1.0527780989992273e-06,S100A11,3.6160643,11.003323,2.1212943699399496e-14
19,RPL34,1.7160033,43.352123,0.0,RPL10,1.0917395,28.854227,4.98548089153817e-164,EGFL7,4.800423,24.083206,2.290619973330141e-103,HLA-DQA1,4.6207356,31.717878,1.9202220214103027e-151,MALAT1,0.8108866,15.336616,2.7535770686500285e-49,TF,3.4558065,24.278353,1.2641231094978098e-99,ORM2,3.9184358,29.431112,1.0647799043304736e-122,APOH,3.542883,27.244753,1.8741757868541064e-102,CLDN5,5.9217324,18.616938,1.5436443530890152e-56,MT1E,5.767862,37.8595,2.968551365851754e-134,NUPR1,3.0829358,16.5354,1.2578995993237516e-46,GPX3,4.5774426,19.100166,6.9520108530968e-55,HLA-DRB1,1.3607249,5.804399,1.8929052744366824e-08,MT-CO3,1.9505651,13.082759,1.7508469898255832e-28,FKBP2,1.8674814,10.324879,5.654873248479951e-20,PPIA,1.7619717,8.506823,1.2962779510768148e-13,SARAF,1.6569641,5.283186,1.5924420807075374e-06,SRGN,3.3753226,10.123568,3.106814164619141e-13
20,RPL23A,1.8299496,42.81656,0.0,CD7,3.0774221,28.511217,2.4401694025617195e-146,ENG,4.695485,23.911425,3.2816827334021804e-102,LYZ,5.451262,31.704903,6.919704729417453e-151,TRAC,1.902221,15.173015,6.398210057209707e-47,HP,3.1970963,22.450893,2.2007252423442225e-88,ALDOB,4.045732,28.85762,4.8662818593041253e-119,TM4SF4,4.351044,26.60646,1.6485490522670808e-97,RNASE1,3.652888,18.29581,1.9418332199978394e-55,IFI27,4.345331,37.34657,1.4681193338532662e-137,CES1,3.4994404,16.480099,3.111686231819975e-46,IGFBP5,6.509881,19.018625,1.8771962117723384e-54,CXCR4,1.1542537,5.4969616,9.218129566467656e-08,MT-CYB,2.0754712,12.702592,2.5743225921258288e-27,IGLC3,5.254645,9.536048,1.209529071486256e-17,CORO1A,2.4899554,8.495591,1.478684029429056e-13,TPSB2,11.037281,5.0447545,4.000472677618225e-06,ACTB,1.8701204,10.02163,3.5000310577496694e-13
21,TRAC,3.3455994,42.773674,2.316502958676787e-299,HCST,2.30114,28.139187,1.5835523283227134e-145,RAMP2,4.3441634,23.744617,2.6893098170753073e-101,C1QB,6.5684075,31.424753,1.8020635537122686e-148,RPS6,1.0210333,15.155945,1.6672147238294659e-47,PEBP1,2.7390466,21.673925,1.4994029590814921e-83,FABP1,3.43095,28.402903,2.0590889650798325e-118,TMEM176B,4.0001087,26.420183,7.532029172426417e-97,TIMP3,4.3534145,18.001745,5.948981405980086e-54,HP,5.1769495,36.59926,2.603043603295116e-131,APOH,2.8787684,16.06374,9.193743104405602e-45,PPP1R14A,6.2182584,18.865446,7.426652950309625e-54,HLA-DPA1,1.2691636,5.413952,1.4107615405060102e-07,MMP7,9.878995,12.630541,8.252975797324835e-27,ERLEC1,2.518123,9.319469,4.32760009671332e-17,UBE2C,5.081118,8.471456,1.7849555635258439e-13,EIF1,0.91263646,5.0314627,4.002612391382945e-06,S100A12,10.664184,9.987824,5.39997899205552e-13
22,RPS2,2.258547,42.712227,0.0,HLA-C,1.4595895,28.0992,3.140662057881794e-151,COL4A1,5.4608197,23.289783,7.947187155814868e-98,S100A11,2.8489408,31.264547,1.437827284031786e-152,RGS1,1.805166,15.1141205,1.0942473592418809e-46,GSTA1,3.3484147,21.64726,3.352670067241354e-83,GC,3.63584,26.841509,2.9026994964877263e-108,PPIA,2.556321,26.223804,5.985677513347e-98,CD59,3.0252662,17.75945,3.822961911881361e-53,HPD,6.901564,35.264374,9.664572087847118e-124,AGXT,3.0774918,15.580291,1.2985797407044145e-42,NOTCH3,10.452295,18.719906,3.0829968889576278e-53,TNFRSF13C,5.4751744,5.3554273,1.932334531927129e-07,VMP1,3.131957,12.483167,1.8604464353455342e-26,SPCS3,2.1400278,9.188908,9.539841855920034e-17,PTTG1,3.3304477,8.217735,6.282623216930042e-13,SAMSN1,2.320158,5.015225,4.426214151741457e-06,LST1,4.944824,8.8232155,2.2186938849452612e-11
23,RPS4X,1.8883289,42.60902,0.0,CXCR4,2.1303544,27.966936,7.056104711320641e-147,A2M,3.12319,23.020296,7.314030630494845e-97,CTSB,4.0947304,30.336218,2.159413719267474e-142,RPS27A,1.0683651,14.951228,2.6301260444412254e-46,VTN,2.8322947,21.223732,3.7712153216109473e-81,AFM,5.6987023,26.413994,4.294893427815231e-104,TMEM176A,4.236601,26.06757,7.415901145317395e-95,C10orf10,4.5983815,17.515846,9.090365419351738e-52,SPINK1,5.8306465,34.017403,3.3086111991824416e-120,BAAT,4.248278,15.511067,4.0538161573844964e-42,TIMP1,3.7882097,18.63476,2.962659085202531e-53,CD74,1.1668326,5.2458816,3.242398700714451e-07,MT-ND3,2.1675515,12.46088,1.4419098624160006e-26,IGHGP,8.875863,9.145108,1.4471124229591612e-16,IL32,1.8264639,8.14529,8.051107611165909e-13,CPA3,13.162845,4.9789767,5.112736177457385e-06,VCAN,7.755967,8.798428,2.4407012094138595e-11
24,RPL39,1.754606,42.007324,0.0,KLRB1,2.9798777,27.764807,5.899475777533102e-141,FKBP1A,2.693684,22.696304,8.73778667145412e-95,C1QC,6.8798904,29.943022,1.6007510288447874e-138,RPL18A,1.0535551,14.835385,1.1854480899232285e-45,ALDOB,3.2643006,20.92057,1.027353130089508e-78,MGST1,3.3969488,26.015274,1.1493988273586385e-103,LGALS4,4.568648,26.01692,1.582642971588008e-94,STOM,3.1857536,17.454704,1.0758526066638853e-51,FTL,2.3211088,33.844246,7.911490433178408e-132,TAT,4.089444,15.055562,2.8284870998800987e-40,MT2A,2.8471668,18.553383,1.5219809308641222e-53,HLA-DPB1,1.1814175,5.136822,5.514146816048293e-07,LDLR,4.124226,12.419774,3.1995449540508506e-26,DNAJB9,2.0459523,9.138628,1.2914980494198786e-16,PSMB9,1.960744,8.01198,1.6589746141643779e-12,RPL26,1.122994,4.886119,6.995707315988309e-06,RP11-1143G9.4,6.1856365,8.622366,4.332976943971324e-11
25,CD52,2.929363,42.003735,4.12250925037863e-298,HLA-A,1.3665087,27.561153,3.3007240121727044e-147,HES1,3.3674934,22.5909,9.339932615241055e-94,HLA-DMA,3.8564649,29.1691,8.311756697699921e-135,RPS12,1.0298324,14.690513,5.814468729128258e-45,FXYD1,3.9706507,20.711193,4.5393358138284256e-77,HRG,4.1902866,25.48876,1.0823392664182342e-99,UQCRQ,2.7301157,25.770855,1.2362851588746637e-95,ADAMTS1,4.9819403,17.125809,4.818947965286898e-50,SERPINC1,5.498852,32.01479,3.914449313428928e-112,MLXIPL,4.5118246,14.88676,1.4557653076775547e-39,NDUFA4L2,6.0279737,18.544458,1.2403847902297118e-52,MALAT1,0.6759841,5.1089535,6.192198084012996e-07,TM4SF1,3.4904778,12.337455,4.92951016703044e-26,VIMP,1.8398453,8.85003,7.770441079490914e-16,LDHB,2.3077202,7.967152,2.1415069987724374e-12,LAPTM5,1.7604207,4.8727565,7.468886729445121e-06,PSAP,3.30349,8.436518,7.669242587487075e-11
26,RPL31,1.7871294,41.69596,0.0,RPS3,1.447597,27.226027,1.4470237787337286e-143,MGP,3.7716212,22.522436,3.20190804172368e-93,CD68,6.1466403,28.431211,1.413236994658169e-128,CD69,1.6901002,13.830794,5.251038159423096e-40,RARRES2,2.8311565,20.649742,1.8585618452985536e-77,SEPP1,3.0336773,25.40848,6.509546906862819e-101,GC,3.6316686,25.339073,2.4891596011754694e-92,PECAM1,3.935559,17.12509,3.8398699216032207e-50,C4BPB,5.867577,31.857916,4.325476865357321e-111,FGA,3.2561605,14.772561,3.1173320564872084e-39,FRZB,9.78141,18.156843,4.716290277778576e-51,CD37,1.3354523,5.0869,7.051784835045699e-07,SLPI,3.861858,12.233731,1.1005902301841073e-25,SDF2L1,2.164479,8.260489,3.0678516000683485e-14,TOP2A,5.2103767,7.96348,2.311663696607225e-12,TPSAB1,12.273651,4.8556066,8.0729682359983e-06,C5AR1,6.1650634,8.171807,1.9323544375883123e-10
