,0_names,0_logfoldchanges,0_scores,0_pvals,1_names,1_logfoldchanges,1_scores,1_pvals,2_names,2_logfoldchanges,2_scores,2_pvals,3_names,3_logfoldchanges,3_scores,3_pvals,4_names,4_logfoldchanges,4_scores,4_pvals,5_names,5_logfoldchanges,5_scores,5_pvals,6_names,6_logfoldchanges,6_scores,6_pvals,7_names,7_logfoldchanges,7_scores,7_pvals,8_names,8_logfoldchanges,8_scores,8_pvals,9_names,9_logfoldchanges,9_scores,9_pvals,10_names,10_logfoldchanges,10_scores,10_pvals,11_names,11_logfoldchanges,11_scores,11_pvals,12_names,12_logfoldchanges,12_scores,12_pvals,13_names,13_logfoldchanges,13_scores,13_pvals,14_names,14_logfoldchanges,14_scores,14_pvals,15_names,15_logfoldchanges,15_scores,15_pvals,16_names,16_logfoldchanges,16_scores,16_pvals,17_names,17_logfoldchanges,17_scores,17_pvals
6150,MPP2,-0.03344996,-0.031039672,0.975240318500194,PPP2R1A,-0.012141856,-0.08496824,0.9322952345497474,VAMP4,0.15436342,0.506664,0.6124756990881337,TMEM213,1.1770288,0.54258204,0.5875349353008035,THPO,-1.1894507,-1.1646713,0.2443651782924668,MRRF,-0.75483435,-1.64062,0.10121074540327848,RP11-130L8.2,2.3435364,1.9587371,0.05056496382416319,ASPSCR1,0.30797026,1.1404929,0.2545862634860374,DFFB,0.9459704,0.6503746,0.5158008347677352,SMIM11A,-0.31444788,-0.22268447,0.8238631918421245,NAA30,0.1944943,0.38828743,0.6980080137215293,LINC00863,2.2526505,1.1119353,0.2669872532103576,ANKRD54,-0.76830363,-0.9599828,0.3379412703433239,AC015922.6,1.8087071,0.7112898,0.4777836723462478,CDIP1,-0.8774203,-1.6068606,0.10970325293234517,MIR3945HG,1.9524777,0.7382097,0.46206085347923154,ATP5G1,-0.25537217,-0.55663925,0.5796898035453033,LY6G6C,-17.614683,-1.5513588,0.1208455317368711
6151,NIPAL4,-0.053378947,-0.031989302,0.9744823062445322,TNK2-AS1,-0.12985775,-0.085883304,0.9315670639240472,FGF23,1.0550567,0.50650924,0.6125927678789526,LEP,1.211666,0.54240066,0.5876512080236784,ERCC1,-0.26915887,-1.16482,0.24435482206726208,MTRR,-1.0029795,-1.6408658,0.10115561495009713,C17orf96,1.9351605,1.9587333,0.05057421603770637,VPS54,0.6677748,1.140163,0.2547478339940255,CEP63,0.2743516,0.6502893,0.5158417321181038,MIEF1,-0.091753036,-0.22269344,0.8238760637226683,VPS33B,0.41479594,0.3879835,0.6982413425066922,LSMEM2,2.6634142,1.11179,0.26705420139364927,SERPINA10,-0.98867625,-0.9601761,0.3378513971664947,OTUB1,0.29272503,0.71037155,0.4783375077083763,ASCC3,-0.7397362,-1.6072527,0.10967047881327693,RIT1,0.47032955,0.738136,0.4620795232238258,BAG6,-0.49529997,-0.55671775,0.5796321921838593,WASIR2,-18.912737,-1.5514549,0.12082250653249464
6152,DCAF4,-0.01846004,-0.03295678,0.9737113556464873,AC008746.12,-0.1302772,-0.08601656,0.9314610891578244,CCDC183,0.61245835,0.50631636,0.6127302431244438,CTC-527H23.3,1.1682496,0.54209745,0.5878703946147805,SMIM13,-0.7082639,-1.1652868,0.24415743528635236,TMEM115,-0.5977755,-1.6412379,0.101081017456291,ANKRD49,0.5235007,1.9586421,0.050548515725539034,TMED6,1.6581898,1.1396937,0.25495326055404377,INHBA-AS1,1.5356786,0.64937633,0.5164480781007097,SCML2,-0.31125316,-0.22280948,0.8237698580689066,PCID2,0.1678626,0.3879733,0.6982506747389666,NFX1,0.5564134,1.1115255,0.2671421245538214,VPS9D1,-1.000241,-0.9605967,0.3375635855406812,NCCRP1,1.8559762,0.7099923,0.4785329414373961,RELA,-0.708267,-1.607593,0.10956465891898588,MRPL23,0.61186886,0.73778075,0.46228336881153037,RFK,-0.65461826,-0.5569868,0.5794486936425405,SLC25A1,-1.3871753,-1.5515659,0.12752693487725533
6153,WDR86,-0.037846804,-0.03319393,0.9735220954874747,ZNF396,-0.1286722,-0.08669077,0.9309258640688882,MAP3K7,0.16021566,0.50629145,0.6127398015382399,C12orf66,0.29947087,0.5417197,0.5881207374856231,MAF1,-0.43225834,-1.1653873,0.24411844950361067,DIO3OS,-18.81201,-1.64214,0.10059290311355454,ZNF334,3.0749974,1.9578404,0.05068943067011911,SRRM3,2.4963028,1.1393564,0.2551065960903112,ZNF45,0.7324822,0.6493622,0.5164489069060045,ZNF429,-0.19982034,-0.22316138,0.8235200613627982,MORC3,0.1749331,0.38790986,0.6982955303009225,PDE8B,3.0597,1.1110774,0.2673693153792856,PAK1IP1,-0.59219176,-0.96072894,0.3375704789754171,NOTCH2NL,1.0047401,0.70976484,0.4787225457911226,CTD-2331H12.7,-18.347792,-1.6076493,0.1079421123986594,POLD2,0.35042858,0.7377519,0.46230147248897424,EPG5,-0.65119904,-0.5570761,0.5793670728199477,FKBP4,-1.408174,-1.5523281,0.12744957956337002
6154,RP11-890B15.3,-0.03053743,-0.033288017,0.9734471593119519,POC5,-0.038982604,-0.08850015,0.929487811356202,PRKAA1,0.10801825,0.50601035,0.6129352676614331,C14orf119,0.09609227,0.54167706,0.5881450205386105,ZNF146,-0.42439717,-1.1658263,0.2439436846814335,AF131215.8,-18.941196,-1.6421677,0.10058717895702533,MIEF2,1.7246064,1.9574379,0.050726135383970875,TMEM17,1.7389505,1.1392632,0.255147046699016,RP11-486O12.2,0.91054994,0.6493385,0.5164645314852994,IMPACT,-0.098186016,-0.22339197,0.8233295376466997,SPTBN5,0.49606615,0.3877633,0.6983907358184528,ZNF112,2.768444,1.1108944,0.26744227277258215,UBE2I,-0.2583707,-0.96174216,0.3370616703213011,AC017002.2,1.8025085,0.7093793,0.4789606869761171,CTD-2561B21.5,-18.871542,-1.6077143,0.10792786604399354,FBXL12,0.6969085,0.73763365,0.4623883205678903,KDM5A,-0.38370168,-0.5571578,0.5793311791922724,RP11-848P1.3,-19.18435,-1.5523694,0.12060367661408493
6155,C11orf98,-0.022486996,-0.03403272,0.9728533693710462,CTD-2600O9.1,-0.13534434,-0.08899594,0.9290930630516434,AC002467.7,0.35001734,0.505875,0.6130359054885889,FNTA,0.12812355,0.5415843,0.5882112239809615,ZNF511,-0.5300069,-1.165926,0.2438997188339387,IGKV2D-28,-17.830221,-1.6422704,0.10056587449032293,MARCH9,1.232718,1.9564812,0.050827349196238755,TAF1A-AS1,1.5974306,1.139165,0.2551771181172059,CCT5,0.160131,0.64931935,0.5164688904540906,METTL2A,-0.11256015,-0.22349158,0.8232560243534864,ZNF195,0.2582613,0.38660678,0.6992607861368688,ZNF35,1.0201926,1.110791,0.2674640264003987,RAB4B,-0.4624259,-0.9624757,0.3366882136175609,RP11-469H8.6,1.8526509,0.7089325,0.4791869098021182,UBL7,-0.73534435,-1.6077548,0.10953064008890541,MYL5,1.0939106,0.73754275,0.46245700403579243,FAM122B,-0.6525798,-0.55732113,0.5792120873322549,ARHGEF4,-18.689049,-1.5528357,0.1204922044637021
6156,DAD1,-0.0029606894,-0.03501049,0.9720736714660252,IGHV1-46,-0.13201879,-0.0890516,0.9290497030172804,RPS4Y1,0.057069372,0.5057468,0.613119337502376,RP11-61K9.3,0.45373893,0.5415479,0.5882442450677022,KLF16,-0.7050374,-1.1660811,0.24383399605442788,SRPK1,-0.49308833,-1.6422892,0.10086737535865294,AL161668.5,3.2008936,1.9556388,0.050941196576428635,DDX39A,0.25978333,1.139036,0.25519775231676306,HEATR4,1.5538456,0.6490991,0.5166170508669393,FBXO30,-0.1536589,-0.22491385,0.8221502253789059,KRBA1,0.71114105,0.38556325,0.7000390831821114,C22orf39,0.41613355,1.1100411,0.2677767607040901,FLI1,-0.40919748,-0.96339667,0.33621386907063344,LRRC23,0.48632923,0.70888907,0.47925040112372896,CTD-2298J14.2,-17.587275,-1.6077961,0.10790996429493611,NEFH,1.9464352,0.7373138,0.4625832082255242,CREBZF,-0.6608016,-0.55768603,0.5789823846307784,RP11-572B2.1,-18.738573,-1.5528673,0.12048464213494103
6157,LINC01209,-0.023365842,-0.035189208,0.971931128476394,DDX60,-0.025452463,-0.08964385,0.928579131327111,ATP4B,1.0963293,0.5052616,0.6134584535860225,SGCD,0.603334,0.54048514,0.5889702640186835,RP11-996F15.6,-18.002874,-1.1662103,0.24355791789372067,ABRA,-18.7949,-1.6429235,0.10043068102932216,SLC25A40,1.194775,1.9550564,0.05099903986602728,POLR3A,0.6748933,1.13819,0.2555546026681912,AGO3,0.24326034,0.6488067,0.516802329118733,CUEDC1,-0.1933177,-0.2250399,0.8220472826386835,C17orf51,0.7095674,0.38546845,0.700110474397066,JPH1,2.558595,1.1099367,0.2678407636700974,TMED1,-0.49965307,-0.96387976,0.3359914449673352,RP11-66H6.3,1.7948422,0.7088051,0.4793232511760872,SSBP4,-1.1586889,-1.6081616,0.1094055493681326,AC013264.2,0.68936,0.7371662,0.46266820932167807,FAR1,-0.6548588,-0.55817497,0.5786358257613355,NOL7,-0.9911151,-1.5540409,0.12704843879390793
6158,ENOX1,-0.059744865,-0.036013953,0.9712731989798813,DPP7,-0.011851683,-0.090526804,0.9278776112374975,RP11-467L13.7,0.17080094,0.50518787,0.6135152954534048,NSUN3,0.22076653,0.53967035,0.5895322551319346,RASA2,-0.31585807,-1.1664699,0.24368362508546973,AC002066.1,-18.39314,-1.6429877,0.10041738889798216,CRELD2,0.7793227,1.9549634,0.05100332869240289,ZNF560,3.2023132,1.1381841,0.2556005354516582,SPIN2A,1.5283469,0.64859474,0.5169550253285186,TOR1AIP1,-0.07031957,-0.22550803,0.8216893056013167,KIF4A,0.46722767,0.3852799,0.7002474227299876,MYO6,0.41188118,1.1098833,0.2678383482936964,TPR,-0.29149297,-0.9641084,0.3358842929846509,MTA1,0.8995913,0.70874155,0.47935031340141665,TMEM207,-18.493149,-1.6082835,0.10780322136660447,CHI3L2,0.9485968,0.73711836,0.46268656578911477,BLMH,-0.65142703,-0.55819833,0.5786057390005565,RP11-168L7.1,-18.842596,-1.5541868,0.12016966951807753
6159,SORL1,-0.005599109,-0.036351293,0.9710046024952587,RP11-161M6.3,-0.13442345,-0.0906643,0.9277682619637929,RP11-305L7.7,0.8212184,0.5051578,0.6135417859942484,PIK3R2,0.43972895,0.53861195,0.5902487222676189,NFAT5,-0.2680878,-1.1664735,0.24368346617147485,CUL2,-0.7427458,-1.6433733,0.1006430109597131,RP11-723O4.9,6.0796666,1.9537423,0.0511773388139507,ATP13A3,0.285295,1.1380637,0.25560765270526936,SLC46A3,0.39530525,0.6484433,0.5170446943664762,TAB2,-0.09217634,-0.22820559,0.8195935426097528,PDGFC,0.34589505,0.38513067,0.7003537502333508,COL4A6,5.5304427,1.1095198,0.26804329777401215,EIF4E2,-0.39740682,-0.964355,0.3357607627609718,GPR162,1.791537,0.70841837,0.4795646529094135,MBTPS2,-1.2652062,-1.6088203,0.10920889578772124,UQCC1,0.74756837,0.7370692,0.4627309210035322,AP1S2,-0.65903556,-0.55829996,0.5785622057036486,AP006216.10,-18.671568,-1.5542872,0.12014573879821819
6160,RP11-252E2.1,-0.041967303,-0.036662303,0.9707565331856592,MYLK-AS1,-0.06388942,-0.09113015,0.9273978830889935,PCDH10,1.0603548,0.50507855,0.6135945736068298,MOSPD1,0.2233777,0.53850156,0.5903419791810767,ATP6V1H,-0.285508,-1.1664811,0.24368115680158092,KRTAP5-10,-18.384922,-1.6434214,0.10032766827835524,SRPK1,0.48220924,1.953322,0.05117631665705285,ZNF845,1.1504034,1.1379589,0.255669352801831,ZNF428,0.1744542,0.6482109,0.5171871301495689,DCBLD2,-0.1270334,-0.22845542,0.8193902935972139,TOMM40L,0.37909898,0.3848821,0.7005389556373722,KATNA1,0.4857625,1.1095041,0.267989055361919,RLIM,-0.6863918,-0.9647226,0.3355638352598676,PTRH2,0.45172077,0.7075587,0.4800784743162015,POLDIP3,-0.67526865,-1.6090223,0.10917295187355512,SLC4A1,1.9448872,0.737004,0.4627726183355121,HHEX,-0.6531609,-0.55871665,0.5782652297202422,RP3-467L1.4,-18.974552,-1.5543748,0.12012485572946134
6161,BRMS1,-0.006012108,-0.037226744,0.9703067247636262,ITPKB,-0.021881895,-0.09139821,0.9271850758544081,RUNDC1,0.25188264,0.50463486,0.6139042803728102,SNHG7,0.16404296,0.5384305,0.5903890268735078,LINC00987,-0.7892636,-1.1665226,0.2436520332348742,TPRKB,-0.42356262,-1.6441561,0.10048454106688126,CLTB,0.70272195,1.9531107,0.051219025091268605,RSBN1L,0.21154636,1.1379302,0.2556526630095494,NCBP1,0.40652832,0.64820015,0.517199836115995,TIGD5,-0.20183471,-0.22894922,0.8190115558546789,LYSMD4,0.45537737,0.38365024,0.7014503335154145,DCAF6,0.51157427,1.1089058,0.26827123508902234,MAF,-0.358216,-0.9649506,0.3354616466399965,PRIMPOL,0.5468778,0.70735985,0.4801995690518661,PLOD2,-1.4164437,-1.6091555,0.10929700895504298,AC114271.2,1.9400342,0.73667455,0.46297876663069487,TRIM44,-0.42282626,-0.55977947,0.5775419936677698,CTD-2516F10.2,-18.584854,-1.5549109,0.11999710630709612
6162,RP11-215P8.3,-0.01723013,-0.037293702,0.9702531621780147,RASSF3,-0.022246905,-0.09172892,0.9269225845230014,LVCAT1,1.0434791,0.5045297,0.6139837395135,AC000068.5,0.7618762,0.53840095,0.5904092462453435,RFC5,-0.6469107,-1.1676086,0.24321788550535683,RP3-402G11.27,-18.568771,-1.6442077,0.10016519523207124,TP53TG3D,3.5755029,1.9529483,0.051260475635860905,TULP4,0.44136187,1.1378453,0.25570259888212993,LONRF1,0.5486049,0.64786345,0.5174151680808817,NBPF26,-0.31069282,-0.22913045,0.8188677510910131,RP11-368I7.4,0.7264352,0.38353032,0.7015243217765038,ZBTB10,0.53435695,1.1088953,0.2682708315439781,KLHL12,-0.9937802,-0.96527845,0.3352853297761549,NEK8,0.583576,0.7071902,0.4802975117535175,FRMD7,-19.208794,-1.6096306,0.10750863905406802,ACSL5,0.53417206,0.7364981,0.46306967996434806,BPTF,-0.34071892,-0.5601094,0.577326669938661,PCDHA3,-18.782017,-1.555229,0.1199213542445824
6163,ADAP1,-0.022630649,-0.03757922,0.9700258948754619,PVT1,-0.03151392,-0.092472814,0.9263315622622322,PLEKHG4B,1.0621598,0.5045262,0.6139816300106236,ZNF418,0.82584196,0.53810394,0.590623574931081,VIM-AS1,-0.6119435,-1.1682384,0.24295863718777203,GPR55,-19.219526,-1.6449019,0.10002194997571066,MAST4,0.46402478,1.9526728,0.05125903041360199,LINC00649,0.4855769,1.1376543,0.2557866282776098,RP11-405M12.3,0.90131843,0.6477932,0.5174659109622468,HERC4,-0.067140736,-0.22933622,0.8187126927505106,RP11-83M16.5,0.7239584,0.38343626,0.7015958541689084,TMEM64,0.6283226,1.1088786,0.2682778432265632,APH1A,-0.32541806,-0.9655852,0.33513814557469324,ZNF154,1.0448788,0.7069804,0.4804409969292897,TYMS,-1.1825962,-1.6097896,0.10897218959296139,ABHD12,0.6388497,0.7364291,0.463113903351571,TGDS,-0.65385675,-0.5606897,0.5769145952534512,RP11-797D24.4,-18.530432,-1.5559886,0.11974061761892366
6164,RP11-456D7.1,-0.060549766,-0.037750937,0.9698885882197564,ELAC1,-0.039094016,-0.093000904,0.9259122536965737,OTUD7A,0.7226955,0.5042256,0.6141876682511058,SENP1,0.27792838,0.53786135,0.5907825263660413,LCMT2,-1.1724608,-1.1685568,0.24281824143502465,SLC4A4,-0.9069372,-1.6450557,0.10028576491449676,KATNBL1,0.49628845,1.9521356,0.051319470620223476,LRRC69,1.3393787,1.1368355,0.25613924849208797,PITPNC1,0.34156847,0.6477709,0.517476454111563,FAM104B,-0.08644935,-0.23001999,0.8181819719286503,USP6,0.70217305,0.38170347,0.7028969326110247,C7orf60,1.1312863,1.1088611,0.2683027727163607,AC069363.1,-0.8487158,-0.9661015,0.33486039088962904,RP1-120G22.11,1.7864652,0.7068606,0.480523287254258,CTC-250I14.6,-19.207422,-1.6099372,0.1074416747874575,VSTM4,1.1133333,0.7361836,0.46327529042073134,STAP2,-0.6581638,-0.5609624,0.5767506719424368,AC005220.3,-18.909271,-1.5561106,0.11971158926885608
6165,PACRGL,-0.018510634,-0.03807614,0.9696295721667941,ATP6V1G1,-0.008116912,-0.09318164,0.9257684959171707,CUL3,0.14035036,0.5040365,0.6143225358810429,LRRC8C,0.146425,0.5373176,0.5911507025409966,VPS45,-0.50710875,-1.1686807,0.24279047069152382,RP11-91K8.5,-17.917793,-1.6452448,0.09995123692361652,CHML,0.75771284,1.9517555,0.05136131492513222,THAP10,1.628755,1.1364824,0.2563047670403501,NONO,0.1445813,0.6475683,0.5176010084139324,AIM1L,-0.3078916,-0.2301321,0.818095993320002,TBC1D19,0.25444078,0.3808377,0.7035350087708879,KSR1,1.0077846,1.1088344,0.2683079043805333,SMIM3,-0.8287123,-0.96610177,0.33485638904886966,NMD3,0.4080842,0.7068035,0.4805550877416153,RP11-15H20.7,-18.07664,-1.6101345,0.10739859803685826,CCDC43,0.48896864,0.7361636,0.46326536300648785,SMPD1,-0.50583863,-0.56166667,0.5762697900340406,RP11-492E3.51,-18.675615,-1.5565063,0.1196175709795684
6166,PIBF1,-0.0123662725,-0.03984896,0.9682162187196106,DNM1L,-0.0206228,-0.09434465,0.9248448560186447,CTD-3214H19.4,0.7145762,0.50371516,0.6145527428554581,DDX59,0.24428873,0.537172,0.5912590622246073,FBXL4,-0.56370133,-1.1694541,0.24246558565750248,DCUN1D5,-0.51345503,-1.6457158,0.10015864808153022,LINC01134,4.5012317,1.9508789,0.0515158928460066,RBM4B,0.49567643,1.1362801,0.256362778110441,RP11-481J2.3,0.93363065,0.647461,0.5176803919515203,VTI1A,-0.11079668,-0.23104177,0.8173927897732493,RP11-449P15.2,0.70879453,0.3808149,0.7035467033742415,LINC01212,2.2875726,1.1082878,0.2685631425718915,EXOSC8,-0.439907,-0.9664254,0.33471687853417126,ZNF213,1.7828302,0.70666206,0.48065253360644206,AC116614.1,-19.098934,-1.6104051,0.10733956577017414,CH25H,1.197054,0.7361009,0.46332449324090436,EXOSC3,-0.49824077,-0.5625034,0.5756986828043182,AC016722.4,-18.56035,-1.5567993,0.11954794758438318
6167,SENP7,-0.008316539,-0.04006617,0.9680429235504234,LENG9,-0.0889174,-0.09625256,0.9233302604035352,SRSF8,0.13366042,0.50332135,0.6148236694813285,PSMD11,0.08560396,0.5368559,0.5914702361844335,M6PR,-0.23768866,-1.1697943,0.2423473603285158,RP11-306O13.1,-19.317707,-1.6458756,0.09982128000905038,KCNN1,1.7898115,1.9508442,0.051492334507009935,TYW5,0.59314644,1.1362581,0.25637725706346437,SLC2A1-AS1,1.5180196,0.64667094,0.5181998727483812,SPTB,-0.31949422,-0.23139985,0.8170969795983681,NUPL2,0.19122078,0.38060284,0.7037073962312109,GALNT14,3.8234212,1.1082755,0.268577351755161,CCT7,-0.34281033,-0.96650165,0.33468696401205655,EPDR1,0.80715495,0.70635796,0.48080759781114146,TLK2,-1.2224644,-1.6105455,0.10892462510824295,ARMC2,1.9348644,0.73601425,0.46338559141852786,CAMLG,-0.33011764,-0.5625445,0.5756833459877312,RP11-977G19.14,-18.691408,-1.55691,0.11952165941298294
6168,LINC01569,-0.02656606,-0.04015795,0.9679697945306776,RP11-96H19.1,-0.083824165,-0.09631329,0.923281512338431,MIR22HG,0.12201883,0.5024646,0.6154239153912833,ATAD5,0.26654452,0.5364937,0.5917290080933669,SP5,-18.650248,-1.1697955,0.2421118518774313,TDRD7,-1.5014015,-1.6459066,0.10004149083502244,C20orf27,0.5232904,1.9501652,0.05155919985907123,PLSCR1,0.23171432,1.1358557,0.25652003476157237,SRRM5,1.5403825,0.64661044,0.5182264261785248,TSN,-0.069566295,-0.23202008,0.8166307068572908,ZBTB26,0.5335786,0.3798923,0.7042375494054464,ZBTB21,0.6031864,1.1075803,0.2688379996083435,ABHD3,-0.54576695,-0.966775,0.3345483711058702,RP11-430H10.1,0.8512368,0.7061274,0.48091877504030967,RP11-213H15.1,-18.592842,-1.6106399,0.10728832353777314,CXorf65,1.9363524,0.73569787,0.4635797374289977,MEF2A,-0.5018692,-0.5631587,0.5752630466237073,GML,-18.76434,-1.5580238,0.11925742003767575
6169,SCO2,-0.007605235,-0.040316615,0.9678434667568628,MAP4K2,-0.036535036,-0.09640693,0.9232065416417787,KREMEN1,0.65312415,0.5024614,0.6154374712434587,C16orf70,0.22776125,0.5363955,0.5917955625134809,CSTF1,-0.47307208,-1.169847,0.242315906137243,CTB-41I6.1,-18.83422,-1.6467032,0.09965094639233164,RP11-734I18.1,3.7416654,1.9500283,0.051616857337692924,SMU1,0.3332311,1.1353695,0.2567352917989862,LIPT1,0.51395965,0.6463612,0.5183902038051525,SYT7,-0.14063592,-0.23207735,0.8165850897445119,RP5-1159O4.1,0.47483245,0.37953937,0.7044733354699688,NAT14,1.743757,1.1072154,0.26902056636126576,ZNHIT6,-0.7188863,-0.96737087,0.33423929729676005,NCBP2-AS2,0.66178066,0.7059336,0.48109775879257277,AP001056.1,-18.592077,-1.6106856,0.10727836580000105,PCIF1,0.4973501,0.73566175,0.46357689314864775,COA6,-0.4282398,-0.56364566,0.574929836888194,KIAA1644,-18.612614,-1.5581216,0.11923424044917375
6170,C2orf76,-0.009917721,-0.04073348,0.9675111547308116,PIK3C3,-0.029624749,-0.09656109,0.9230845069160485,TICRR,1.0258547,0.5022409,0.6155948508316216,RP1-267L14.6,1.1559399,0.53609765,0.5920065985746009,TRAP1,-0.5354163,-1.1702014,0.24217825141829288,RP11-753C18.12,-19.47275,-1.6467372,0.0996439699683874,AP006216.5,22.42256,1.9494263,0.05169215200906482,KLHL10,2.8261914,1.1351498,0.2568649021044446,GPKOW,0.30852306,0.6459816,0.5186324830649034,ELL,-0.110480845,-0.23208748,0.8165794897354886,TCERG1,0.16029659,0.37925553,0.7047068743328254,GORAB,0.79462665,1.1068901,0.269143742252765,TTC21A,-1.0163035,-0.9685006,0.3335585905909173,C11orf31,0.18574281,0.70533997,0.4814489819522098,RP11-61E11.2,-18.048574,-1.6110239,0.10720462210423644,RNF214,0.59059477,0.73533165,0.46376197285868814,AIFM1,-0.6615119,-0.56366473,0.574923505571637,TRAV8-6,-18.67161,-1.5587243,0.11909147328219183
6171,SUMF2,-0.005636091,-0.04335237,0.965423583105788,GTF2E1,-0.05473556,-0.09672521,0.9229538817816135,RP11-326C3.15,1.0386372,0.5021428,0.6156605079592004,TMEM110-MUSTN1,1.1667926,0.5358039,0.5922064423717374,SMARCB1,-0.3630052,-1.1702884,0.24214456445402513,FAM83E,-19.132744,-1.6467819,0.09963477152678829,TTC1,0.36197212,1.9492341,0.05165510945505755,DDAH1,0.43538356,1.1349425,0.2569204789042218,LHX6,1.5099599,0.64596117,0.5186618525697074,RAB8A,-0.057734925,-0.23232007,0.8164001173807589,SCOC-AS1,0.4917737,0.37905926,0.704852309431647,TMEFF2,4.6530156,1.1064857,0.269349122066151,MRPL16,-0.440416,-0.96879375,0.3335327018990682,RPS6KA2,0.79625976,0.7049165,0.4817275450509043,RP11-79M19.2,-19.039398,-1.6110934,0.10718947524159257,ANKRD13A,0.6393911,0.73515815,0.4638819998244113,C20orf27,-0.49851295,-0.56392926,0.5747406547556575,CTD-2336O2.3,-18.576492,-1.5589182,0.11904553650298502
6172,RP11-863P13.3,-0.06603382,-0.043497443,0.9653082746231025,RP11-927P21.1,-0.11703536,-0.09702329,0.9227141697562535,NAB2,0.22235005,0.50207555,0.615700487573284,ASPHD2,0.5792874,0.53550714,0.5924034056025718,VCX3A,-1.2193356,-1.170514,0.24198376691501713,RP4-769N13.7,-18.117054,-1.6468498,0.09962082126712646,ALG5,0.41370714,1.9481459,0.051796156806292064,RP11-290F24.6,4.3181686,1.1348902,0.2569855405053339,TAF7,0.12728105,0.64546186,0.5189640021352331,CTD-2369P2.10,-0.2077104,-0.23233484,0.8163828551452036,ATOH8,0.69510967,0.3787064,0.7051200053279764,ADAMTS14,3.784352,1.1061538,0.2694897093202362,TMEM143,-1.014119,-0.96954066,0.3330530322676028,APOPT1,0.32273716,0.704794,0.4817862054706977,MAP3K6,-1.1532751,-1.6111152,0.10864789868377916,MRI1,1.0885407,0.7350337,0.463973077564917,GPATCH4,-0.49963433,-0.5640495,0.5746584379385639,RPF2,-1.3987585,-1.560259,0.1255210646442318
6173,ACTR1A,-0.0075939,-0.043542992,0.9652716308584762,ATP5G2,-0.007405094,-0.09705359,0.9226933662624515,PUDP,0.28209975,0.5019675,0.6157782328601726,PLCL2,0.26012003,0.5353917,0.5924884274473158,TBC1D10B,-0.6454749,-1.1707399,0.2419558028752881,CTD-2566J3.1,-19.091724,-1.6471947,0.09954991441620126,PARP12,0.9587748,1.9479723,0.051838007360101135,NUP54,0.38311452,1.1346979,0.2570170538613773,FOXJ1,1.5205525,0.64536357,0.5190412168800548,SAXO2,-0.322963,-0.23254932,0.8162019806337192,ANKRD50,0.29838973,0.3786798,0.7051304346853544,RPS17,0.12244899,1.106133,0.26943712253781676,ITGAX,-0.7871691,-0.9699256,0.3329734391763259,MSTO1,0.67880625,0.70479155,0.4817974311743521,AC004988.1,-18.94637,-1.6114604,0.1071095137394909,CMPK1,0.38683125,0.73490417,0.46404063513530647,CCNY,-0.50019425,-0.56466436,0.5742361472910225,RP5-1050E16.2,-18.833475,-1.5602752,0.11872468365227017
6174,RP11-134G8.5,-0.02265693,-0.043888886,0.964995784967991,ANKRD9,-0.057237178,-0.09714502,0.922621011014869,IGHV6-1,1.043675,0.5018775,0.6158456138942654,PPP1R1B,1.137593,0.5351762,0.5926473444032728,RP11-15E1.5,-17.778572,-1.1708443,0.24168996299495793,JADRR,-19.507118,-1.6472183,0.09954506687764705,MTF1,0.83624375,1.9478712,0.05184576730497655,TRIT1,0.6248193,1.134153,0.25723583493422436,ZNF747,0.5256615,0.6451159,0.5191952825091251,INTS6-AS1,-0.30732378,-0.2325581,0.81621913107366,SVOP,0.498629,0.37821147,0.7054753907433059,KCTD14,2.4024584,1.1058639,0.2696139128921482,EMC1,-0.8113837,-0.97032547,0.33276698999666476,NCDN,0.6898837,0.70465994,0.48187220999960845,UBE2E1-AS1,-17.320435,-1.6117574,0.10704485432485744,AC124944.3,1.938434,0.73486304,0.4640592582343062,EXTL2,-0.6581071,-0.5659727,0.5733287792761548,RP11-755B10.3,-18.319336,-1.5606421,0.11863801805921512
6175,RP11-602N24.3,-0.06670791,-0.044022843,0.964889526894333,FAM111A,-0.019963944,-0.09733668,0.922468630510653,TLR6,0.5307828,0.5018627,0.6158532707864249,LINC01554,0.30716544,0.53479165,0.5929030514644196,ACTN1-AS1,-18.550375,-1.1709975,0.24162836580026298,TRBVB,-19.18249,-1.647586,0.09946953345524098,CDH12,3.1399934,1.9478607,0.051875013663406265,KHNYN,0.58869594,1.1333691,0.2575823347746797,LLNLR-284B4.2,1.51166,0.6449947,0.5192845040824154,WDR46,-0.096218884,-0.23348032,0.8155010406394748,SAE1,0.17474449,0.37800422,0.7056380593529942,TRAF6,0.7452464,1.1055783,0.26969553335026425,TBC1D22A,-0.67783195,-0.9706672,0.33259472684011193,LYPLA2,0.3813169,0.7044085,0.482037793565802,AC133528.2,-19.050278,-1.6121827,0.1069522757318821,RNGTT,0.73875356,0.73474425,0.4641410614344834,ERICH1,-0.390297,-0.56683064,0.5727832186650172,RP11-30L15.6,-18.29944,-1.5609653,0.11856175243106244
